FECHA_CORTE,CAMA,HABI,RUC,RAZON_SOCIAL,NOMBRE_COMERCIAL,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,E_MAIL,PAGINA_WEB,CLASE,CATEGORIA,NRO_CERTIFICADO,FECHA_EXPEDICION,REP_LEGAL,TELEFONO,DIRECCION_COMPLETA,ALTA_CALIDAD,ESTRELLAS
20260501,71.0,50.0,20450421627,REPRESENTACIONES Y SERVICIOS TURISTICOS ESPAÑA S.A.C.,HOTEL ESPAÑA,221001,SAN MARTÍN,TOCACHE,TOCACHE,sotours_tocache@hotmail.com,,Hotel,4 Estrellas,013-2014,2014-12-12 05:00:00,Rosa Isabel Delgado Araujo,42551001,JR. PEDRO GOMEZ 783,1,4
20260501,16.0,13.0,10152182215,"ARELLANO LUNA, MARLENE DOMITILA",COTY,150906,LIMA,OYÓN,PACHANGARA,merlenearellanoluna@gmail.com,,Hostal,4 Estrellas,95,2022-07-18 05:00:00,Marlene Domitila Arellano Luna,945891204,AV. MARISCAL CASTILLA 145,1,4
20260501,14.0,14.0,10232459170,"FELIPE SOLANO, GUILLERMO",CHUNCA,150906,LIMA,OYÓN,PACHANGARA,,,Hostal,4 Estrellas,96,2022-07-18 05:00:00,Guillermo Felipe Solano,982148768,JR. LEONCIO PRADO 231,1,4
20260501,26.0,14.0,10033693040,"OROZCO CORDOVA, MARIA ELVIRA",RIO GRANDE,200401,PIURA,MORROPÓN,CHULUCANAS,hotelriograndechulucanas@gmail.com,,Hostal,4 Estrellas,005-2020,2020-01-31 05:00:00,Maria Elvira Orozco Cordova,971604029,Calle LAMBAYAQUE Nº 560 560,1,4
20260501,16.0,11.0,20609684179,CORPORACION TURISTICA H & C SOCIEDAD ANONIMA CERRADA,HC APARTMENTS,160101,LORETO,MAYNAS,IQUITOS,carolina-cr1947@hotmail.com,,Apart Hotel,4 Estrellas,202-2024-GRL-GERCETUR,2024-06-04 05:00:00,Cesar Augusto Castañeda Egusquiza,965627240/965627181,JR. NAUTA 670 CI.,1,4
20260501,32.0,32.0,10433377791,"TRUJILLO HUAMAN, MARIA LUCIA",PLAISIR,150110,LIMA,LIMA,COMAS,,,Hostal,4 Estrellas,699-029-Tur-Cam-Dj,2025-12-30 05:00:00,Maria Lucia Trujillo Huaman,NO REGISTRADO,AV. METROPOLITANA 781,1,4
20260501,99.0,99.0,20538869491,HOTEL CARRERA SAC,CARRERA,150116,LIMA,LIMA,LINCE,,www.thuderbirdhotels.com,Hotel,4 Estrellas,431,2020-01-27 05:00:00,Max Augusto Bauer Silva,NO REGISTRADO,Calle LEON VELARDE 123,1,4
20260501,34.0,17.0,20601859107,SUITS AMAZONAS CORPORATION E.I.R.L,LUANA,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,,,Hostal,4 Estrellas,777-2018,2025-12-30 05:00:00,Geiser Lopez Arbildo,44594797,AV. LARCO 1461,1,4
20260501,30.0,15.0,10165188034,"UCAÑAY HUAMANCHUMO, WALTHER",WALOMAR,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,,,Hostal,4 Estrellas,750-2018,2025-12-30 05:00:00,Walther Ucañay Huamanchumo,985228890,Calle DIEGO FERRE 102,1,4
20260501,34.0,20.0,10175212944,"DRAGO DIAZ, SUSANA MARIA",LA POSADA NORTEÑA,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,sdragodiaz@gmail.com,,Hotel,4 Estrellas,937-2022,2022-04-04 05:00:00,Susana Maria Drago Diaz,955805185,CAR. PANAMERICANA NORTE,1,4
20260501,33.0,33.0,20611778938,L&E HOTEL PUEBLO LIBRE SERVICIOS TURISTICOS SOCIEDAD ANONIMA CERRADA,PUEBLO LIBRE,150121,LIMA,LIMA,PUEBLO LIBRE,2018elincefreddy@gmail.com,,Hotel,4 Estrellas,414-001-Mincetur-Cam,2019-12-09 05:00:00,Elince Freddy Tarazona Velasquez,975662308,ESQ. PARQUE JOSE DE SAN MARTIN Y AV. SAN MARTIN 102,1,4
20260501,31.0,20.0,10023780483,"GOMEZ CHIARA, ENRIQUE",MILAGROS,211101,PUNO,SAN ROMÁN,JULIACA,,,Hostal,4 Estrellas,May-14,2014-10-31 05:00:00,Enrique Gomez Chiara,51324284,AV. CIRCUNVALACION E. 550,1,4
20260501,17.0,10.0,20405197856,EMP.DE SERVICIOS ALASTAYA E.I.R.L.,ALASTAYA,180301,MOQUEGUA,ILO,ILO,,,Hostal,4 Estrellas,004-2013,2008-02-28 05:00:00,Mariela Matea Ampuero De Cordova,53481680,AV. COSTA AZUL,1,4
20260501,33.0,22.0,20568716672,VITTORIO'S E.I.R.L.                                                                                 ,VITTORIO'S,120601,JUNÍN,SATIPO,SATIPO,recepcionvictorios@gmail.com,www.victorioshotel.com,Hotel,4 Estrellas,0019-2016,2016-07-25 05:00:00,Jacinta Irma Victorio Huaraca,938437065/999977236,JR. RICARDO PALMA 460,1,4
20260501,41.0,35.0,20571462738,EMPRESA DE SERVICIOS TAMBO DEL INCA S.R.L.,TAMBO DEL INCA,150301,LIMA,CAJATAMBO,CAJATAMBO,dv_doroteo@yahoo.com,,Hotel,4 Estrellas,5/01/2022,2022-01-21 05:00:00,Jorge Kenyi Alejandro Olave,931743506,JR. MIGUEL GRAU 231,1,4
20260501,19.0,11.0,10164729040,"VELAYARCE SOPLIN, PORFILIA",SATELITE,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,caroline.mallqui@gmail.com,facebook:hostalsatelite,Hostal,4 Estrellas,656-2017,2017-06-01 05:00:00,Porfilia Velayarce Soplin,917518430/74628467,AV. JUAN TOMIS STACK 494 URB. QUIÑONES,1,4
20260501,47.0,30.0,20612469840,INVERSIONES Y MULTISERVICIOS GENERALES IGNACIA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,IMPERIO SUITES,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,imperiosuiteshotel@gmail.com,,Hotel,4 Estrellas,003-2024,2024-06-14 05:00:00,Amelio Mamani Quispe,993348009/915228243,AV. INAMBARI MZ. H LOTE 18 - 19 CI. MAZUKO,1,4
20260501,95.0,42.0,20100981905,COMERIN S.A.,SUITES LARCO 656,150122,LIMA,LIMA,MIRAFLORES,reservas@suiteslarco656.com,www.suiteslarco656.com,Hostal,4 Estrellas,105-001-Tur-Dj-Mod,2011-01-10 05:00:00,Juan Rodolfo Neisser Lustig,NO REGISTRADO,AV. LARCO 656,1,4
20260501,32.0,16.0,20480244169,MI CONSUELO S.R.L.,MI CONSUELO,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,miconsuelosrl@gmail.com,,Hostal,4 Estrellas,974-2024,2024-02-22 05:00:00,Jose Luis Tarrillo Grandez,971078616/74524121,Calle CASSINELLI 342,1,4
20260501,20.0,20.0,20600723881,GRAN HOTEL LIBERTAD B.T. S.A.C,LIBERTAD,60801,CAJAMARCA,JAÉN,JAÉN,,,Hotel,4 Estrellas,CERTIFICADO 654-2024,2024-08-21 05:00:00,William Bobadilla Diaz,972518281/76262008,Calle LIBERTAD 325,1,4
20260501,22.0,12.0,20608945254,GRAN HOTEL TUMI DE ORO VIP E.I.R.L., MONACO,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,cesarburgapecsen@hotmail.com,,Hostal,4 Estrellas,947-2023,2023-03-08 05:00:00,Galicia Gisela Alarcon Farro,936940111,AV. LUIS GONZALES 532,1,4
20260501,36.0,36.0,20514937703,MAD LIMA HOTELES S.A.,AKU HOTELS,150131,LIMA,LIMA,SAN ISIDRO,gerencia@akuhotels.com,www.akuhotels.com,Hotel,4 Estrellas,321-001-Tur-Mod-Inde,2019-03-20 05:00:00,Andres Eduardo Guevara Pineda,NO REGISTRADO,Calle IGNACIO MERINO 160 IGNACIO MERINO,1,4
20260501,25.0,25.0,20111724319,HOSTAL EL PARAISO S.A.,HOTEL EL PARAISO,150136,LIMA,LIMA,SAN MIGUEL,felipe_salsavilca@hotmail.com,,Hotel,4 Estrellas,505,2020-12-04 05:00:00,Jesus Felipe Salsavilca Ticla,NO REGISTRADO,Calle MERCEDES GALLAGHER DE PARKS 106,1,4
20260501,44.0,21.0,10205774586,"CARDENAS VEGA, MARCOS GABRIEL",CALIFORNIA,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,hostalcaliforniamcv@gmail.com,,Hostal,4 Estrellas,CERTIFICADO N° 012-2016-GRJ-DIRCETUR,2016-04-04 05:00:00,Marcos Gabriel Cardenas Vega,926259318,PRLG TARMA 391,1,4
20260501,28.0,28.0,10420367967,"SAMANES TEMPLADERA, YOLIZA BELINDA",PARAISO INN,70104,CALLAO,PROV. CONST. DEL CALLAO,LA PERLA,yuliza-30-7@hotmail.com,,Hostal,4 Estrellas,N° DE REGISTRO 005-2024,2024-06-01 05:00:00,Yoliza Belinda Samanes Templadera,987172407/6368116,Calle FELIPE PINGLO ALVA 12,1,4
20260501,20.0,20.0,10088863874,"BUSTAMANTE BAUTISTA, VITERMAN",BRILLO DEL SOL,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,,,Hotel,4 Estrellas,CERTIFICADO Nº 646-2024,2024-07-22 05:00:00,Viterman Bustamante Bautista,76771311,AV. MARTIRES DE UCHURACAY 1450 BA. SAN MARTIN,1,4
20260501,38.0,19.0,20531090129,GRUPO PORVENIR S.R.L.,AMANECER ANDINO,20101,ÁNCASH,HUARAZ,HUARAZ,joncho.apme@gmail.com,,Hostal,4 Estrellas,209-2022-Dircetur-A,2025-12-30 05:00:00,Alfonzo Ligorio Aparicio Menacho,979989885,JR. COMERCIO 269 BA. CONO ALUVIONICO ESTE,1,4
20260501,6.0,3.0,10405084444,"MEZA GAGO, CLARA GLADYS",LOS ANDENES DE LARAOS,151018,LIMA,YAUYOS,LARAOS,cgmg3@gmail.com,,Albergue,4 Estrellas,109,2022-08-16 05:00:00,Clara Gladys Meza Gago,964266598/999726764,PJ. VISCOLLO,1,4
20260501,22.0,15.0,10164550210,"TIRADO ZARATE, CARLOS MAGNO",ESPLENDOR,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,,,Hostal,4 Estrellas,378-2012,2012-12-05 05:00:00,Carlos Magno Tirado Zarate,921511625,AV. PEDRO RUIZ 937,1,4
20260501,11.0,11.0,10457223353,"BERNUY VALOIS, NOIMI FLAVIA",AARON,150116,LIMA,LIMA,LINCE,eanampa@amultiservicios.com.pe,,Hostal,4 Estrellas,523,2021-02-18 05:00:00,Noimi Flavia Bernuy Valois,NO REGISTRADO,AV. MILITAR 1222,1,4
20260501,12.0,6.0,20482778373,BUNGALOW DULCE AMANECER E.I.R.L.,DULCE AMANECER,130106,LA LIBERTAD,TRUJILLO,LAREDO,,,Hostal,4 Estrellas,429-2012,2025-12-30 05:00:00,David Abraham Moreno Rojas,NO REGISTRADO,CAR. INDUSTRIAL KM 3.5,1,4
20260501,87.0,87.0,20505670443,NESUS HOTELES PERU SA,CASA ANDINA PREMIUM GOLF LOS INCAS,150140,LIMA,LIMA,SANTIAGO DE SURCO,reservas@golfincahotel.com,www.golfincahotel.com,Hotel,4 Estrellas,D24-2024-MML-GDE-ST,2007-06-27 05:00:00,Diego Umberto Urrunaga San Roman,5117090000,AV. LOS CERROS DE CAMACHO 500,1,4
20260501,14.0,7.0,10403669186,"MEDINA BARBOZA, WALTER",DYLAN,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,,,Hostal,4 Estrellas,744-2018,2018-08-13 05:00:00,Walter Medina Barboza,943650217,AV. AMÉRICA 469,1,4
20260501,40.0,22.0,20560070081,LOS DELFINES DE CHICAMA RESORTS S.A.C.,LOS DELFINES DE CHICAMA,130206,LA LIBERTAD,ASCOPE,RÁZURI,delfinesdechicama@gmail.com,https://www.delfinesdechicama.com/,Hotel,4 Estrellas,510-2015,2015-07-14 05:00:00,Jaime Eduardo Carrion Carcelen,NO REGISTRADO,Calle ARICA,1,4
20260501,67.0,30.0,10192605283,"PLASENCIA ZAPATA, LUIS FERNANDO",PAKATNAMU,130704,LA LIBERTAD,PACASMAYO,PACASMAYO,hotel_pakatnamu@hotmail.com,www.hotelpakatnamu.com,Hotel,4 Estrellas,245-2012,2012-01-23 05:00:00,Luis Fernando Plasencia Zapata,523255/521051,MLC. MALECON GRAU N° 101 103,1,4
20260501,32.0,20.0,20600566866,Multiservicios Y Ventas En General J.V. E.I.R.L.,CORAZÓN DEL ALTO HUALLAGA,100102,HUÁNUCO,HUÁNUCO,AMARILIS,lufo_2014@hotmail.com,https://www.facebook.com/profile.php?id=100054498037667,Hotel,4 Estrellas,011-2017,2017-08-25 05:00:00,Benancio Anchillo Rojas,972832144,VIA URBANIZACION SANTA ELENA MZ.A LT.23,1,4
20260501,36.0,25.0,10042045671,"SOTO DE LA VEGA, CIRILO",GRAN DE LA VEGA,100111,HUÁNUCO,HUÁNUCO,PILLCO MARCA,,https://www.facebook.com/profile.php?id=100039658226049,Hotel,4 Estrellas,00024-2023,2023-08-31 05:00:00,Cirilo Soto De La Vega,962937010/62510566,AV. UNIVERSITARIA 2535,1,4
20260501,30.0,15.0,10165450294,FERNANDEZ VASQUEZ MARTHA,LAS PALMERAS,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,viqui154@gmail.com,,Hostal,4 Estrellas,959-2023,2023-10-20 05:00:00,Martha Fernandez Vasquez,978405714,Calle COIS OESTE 155,1,4
20260501,175.0,131.0,20606059826,VILLA LA ESTANCIA LURIN S.A.C.,VILLA ESTANCIA,150119,LIMA,LIMA,LURIN,comercial@villaestancia.com.pe,villaestancia.com.pe,Hotel,4 Estrellas,CERTIFICADO N° D000051-2024-MML-GDE-ST,2024-10-11 05:00:00,Alfredo Andre Abusada Sarquis,969821455,BL. UNIDAD CATASTRAL 10532 S/N URB. LOS HUERTOS DE SANTA GENOVEVA,1,4
20260501,24.0,12.0,10164068736,"CHAVEZ BAZAN, HUMBERTO",NAYLAMP CENTRAL,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,,,Hostal,4 Estrellas,860-2020,2020-01-18 05:00:00,Humberto Chavez Bazan,969648570/74271309,Calle SAN JOSE (3ER PISO) 467,1,4
20260501,126.0,66.0,20516381311,THUNDERBIRD HOTELES LAS AMERICAS S.A.,"FIESTA, HOTEL & CASINO",150122,LIMA,LIMA,MIRAFLORES,suites@thunderbirdresorts.com,www.thunderbirdresorts.com/peru/,Apart Hotel,4 Estrellas,106-001-Tur-Mod-Dj,2016-07-26 05:00:00,Gustavo Juan Barclay Larrabure,NO REGISTRADO,Calle ALCANFORES 475-491,1,4
20260501,46.0,23.0,20610579443,INVERSIONES NACIONALES TURISTICAS CALROM S.A.C.,THIZMA HOTELES,50101,AYACUCHO,HUAMANGA,AYACUCHO,reservas@thizmahoteles.com,,Hotel,4 Estrellas,CONSTANCIA N° 046-2023,2023-06-22 05:00:00,Ritzabeth Romani Ramos,966123833,JR. AREQUIPA 320 CI. CERCADO,1,4
20260501,26.0,17.0,20536930834,Servicios Normandie E.I.R.L.,NORMANDIE,120702,JUNÍN,TARMA,ACOBAMBA,,,Hostal,4 Estrellas,CERTIFICADO N° 0011-2016-GRJ-DIRCETUR,2016-04-04 05:00:00,Jorge Ramon Roque Malleux Orjeda,900040531,AV. MARIA DELGADO DE ODRIA,1,4
20260501,12.0,11.0,10089567691,"CHAVEZ CABRERA, HELINA MARIBEL",LA DULCE VIDA,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,,,Hostal,4 Estrellas,306-2012,2012-10-26 05:00:00,Helina Maribel Chavez Cabrera,995958104/44212563,VIA MZA. 17 LOTE. 24,1,4
20260501,15.0,10.0,20600568605,TURISMO & HOTELERIA ERICK'S SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,ERICK´S,100101,HUÁNUCO,HUÁNUCO,HUANUCO,erickfch24@gmail.com,,Hostal,4 Estrellas,002-2016,2016-04-18 05:00:00,Julian Erick Flores Chang,62280010,JR. AYACUCHO 508,1,4
20260501,17.0,15.0,20530883842,NORMA VICTORIA SOCIEDAD ANONIMA CERRADA - NORMA VICTORIA S.A.C.,RITA,150601,LIMA,HUARAL,HUARAL,,,Hostal,4 Estrellas,001-08-15,2015-08-12 05:00:00,Herbilio Victor Rivera Fuentes,13395723,PJ. MORALES 156,1,4
20260501,16.0,8.0,10165256668,"MENDOZA VASQUEZ, DANDILA MARILU",BIENESTAR,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,,,Hostal,4 Estrellas,723-2018,2018-05-03 05:00:00,Dandila Marilu Mendoza Vasquez,902180557,Calle CINCO DE ABRIL 388 P.J. ATUSPARIAS,1,4
20260501,60.0,39.0,20601029848,HOTEL RAMOS AREQUIPA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - HOTEL RAMOS AREQUIPA E.I.R.L.,RAMOS,40101,AREQUIPA,AREQUIPA,AREQUIPA,arequipahotelramos@gmail.com,,Hotel,4 Estrellas,Certificado 025-2024-GRA/GRCET/SGT,2024-06-14 05:00:00,Jacinto Martinez Ramos Mayta,97789161,AV. MARISCAL CACERES 211 IV CENTENARIO,1,4
20260501,24.0,13.0,10270417146,"SALAZAR DIAZ, PEDRO",LOS EUCALIPTOS,60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,pedrosdz27@gmail.com,,Hostal,4 Estrellas,CERTIFICADO Nº 605-2023,2023-07-19 05:00:00,Pedro Salazar Diaz,76611999,JR. LOS EUCALIPTOS 717 CI.,1,4
20260501,28.0,22.0,10167003112,"SALDAÑA RAMIREZ, OTTO MARTIN",VIRGINIA,140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,,,Hostal,4 Estrellas,660-2017,2017-07-12 05:00:00,Otto Martin Saldaña Ramirez,74621565,Calle CASSINELLI 339,1,4
20260501,42.0,21.0,20486705630,POLLERIA SUPER CHINITO SOCIEDAD ANONIMA CERRADA,LA ESMERALDA,120301,JUNÍN,CHANCHAMAYO,CHANCHAMAYO,kenleesamaraquino@gmail.com,,Hotel,4 Estrellas,053-2018,2018-10-15 05:00:00,Isabel Rosa Aquino Yaringaño,936312304,JR. ARICA 517,1,4
20260501,32.0,22.0,20601335582,EMAES E.I.R.L.,HOSTAL SUEÑOS,150116,LIMA,LIMA,LINCE,,,Hostal,4 Estrellas,375-001-Mincetur-Cla,2025-12-30 05:00:00,Maria Angelica Escriba Sulca,NO REGISTRADO,JR. JOSE DE LA TORRE UGARTE 270 274,1,4
20260501,72.0,72.0,20384484981,INVERSIONES YOLY SRL,YOLY,150113,LIMA,LIMA,JESÚS MARÍA,hjesusmaria@hotmail.com,,Hostal,4 Estrellas,471,2020-07-30 05:00:00,Judith Mercedes Cruz Códova,NO REGISTRADO,JR. CAPAC YUPANQUI 1037,1,4
20260501,54.0,54.0,20501929621,INVERSIONES ARISTO EIRL,HOSTAL OPERA,150116,LIMA,LIMA,LINCE,arvimsac@gmail.com,,Hotel,4 Estrellas,539,2021-04-22 05:00:00,Antonio Chac Su,NO REGISTRADO,JR. EMILIO ALTHAUS 233 239,1,4
20260501,50.0,50.0,10061800927,"CANCHO PRADA, VICTOR",SOPHIA,150117,LIMA,LIMA,LOS OLIVOS,,,Hotel,4 Estrellas,525,2021-02-26 05:00:00,Victor Cancho Prada,NO REGISTRADO,Calle DAVID ALVA,1,4
20260501,24.0,13.0,20482238778,SERVICIOS TURISTICOS EL SOL                                                                         ,EL SOL,130401,LA LIBERTAD,CHEPÉN,CHEPEN,,,Hostal,4 Estrellas,171-2011,2011-01-19 05:00:00,Gisela Durby Chavarria De Espino,44563866,Calle LIMA 419,1,4
20260501,12.0,7.0,10178760721,"OTINIANO DE, CAMPOS BERTHA ELIZABETH",KORONA,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,,,Hostal,4 Estrellas,242-2011,2011-12-15 05:00:00,Bertha Elizabeth Otiniano De Campos,NO REGISTRADO,JR. JUNIN 293,1,4
20260501,29.0,16.0,20530966209,EMPRESA HOTELERA Y COMERCIO CHAVIN S.A.C.,CHAVIN ARQUEOLÓGICO,21004,ÁNCASH,HUARI,CHAVIN DE HUANTAR,hotelchavin@yahoo.com,,Hostal,4 Estrellas,232-2024-Dircetur-A,2024-08-27 05:00:00,Roxana Miriam Arana Alfaro,43454055/995535864,JR. SAN MARTIN 141,1,4
20260501,20.0,20.0,10416411358,"HORNA LEON, LIZABHETT GUILLIANA",SOL DE MOCHICA,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,yuli1902@hotmail.com,,Hostal,4 Estrellas,809-2019,2019-05-07 05:00:00,Lizabhett Guilliana Horna Leon,949342702/944260617,Calle LA CONSTANCIAMZ. I LT. 01 URB. HUERTA GRANDE,1,4
20260501,55.0,26.0,20532817961,GRUPO LIMANI S.R.L.,LIMANI SUITES,230101,TACNA,TACNA,TACNA,hotel_limani@hotmail.com,www.limanhoteltacna.com,Hotel,4 Estrellas,157,2012-11-12 05:00:00,Hector Fidel Lima  Condori,52413051/975004151,AV. AGUSTO B. LEGUIA 1375,1,4
20260501,52.0,33.0,20448074596,SERVICIOS TURISTICOS BUEN AMANECER S.R.L.                                                           ,SAN MARTIN INN,211101,PUNO,SAN ROMÁN,JULIACA,vimarope@yahoo.com,,Hotel,4 Estrellas,Abr-12,2012-11-21 05:00:00,Victor Guillermo Machicao Mestas,51325317,JR. MARIANO NUÑEZ 2DO NIVEL 233,1,4
20260501,6.0,3.0,20603887663,CORPORACION CHUMPITAZ-JAUREGUI SOCIEDAD ANONIMA CERRADA-CORP.CJ. S.A.C.,CENTRO TURISTICO MIRAFLORES,150513,LIMA,CAÑETE,SAN ANTONIO,corp.cj.sac@gmail.com,,Albergue,4 Estrellas,98,2022-07-19 05:00:00,Nora Rubila Jauregui Piñas,987600949,Calle MIRAFLORES mz.s-lt.39,1,4
20260501,22.0,12.0,20522339416,INVERSIONES TURISTICAS SANS SUITES E.I.R.L,SANS SUITES,150130,LIMA,LIMA,SAN BORJA,sansuites3@hotmail.com,www.sansuites.com,Hostal,4 Estrellas,107-001-Mincetur-Mod,2012-04-23 05:00:00,Carmen Natalia Chirri Villanueva,2266110,AV. SAN BORJA SUR 431,1,4
20260501,20.0,10.0,20610105573,R & B HOSPEDAJE S.A.C.,R&B HOSTAL,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,hospedajerb@gmail.com,,Hostal,4 Estrellas,989-2024,2024-05-08 05:00:00,Noelia Medalit Ballena Sanchez,941996035,Calle AMAZONAS 249,1,4
20260501,22.0,12.0,10269329641,"MORENO BERNARDO, MARIA MAGNA",COLÓN,130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,imprentamaria@hotmail.com,,Hostal,4 Estrellas,813-2019,2019-06-05 05:00:00,Maria Magna Moreno Bernardo,914530053,JR. SAN ROMAN 1475,1,4
20260501,33.0,14.0,10454197114,"SEGOVIA ESCOBEDP, CYNTHIA STEPHANIE",VILLA SILLAR,40101,AREQUIPA,AREQUIPA,AREQUIPA,reservas@hvillasillar.com,,Hostal,4 Estrellas,10454197114-001,2013-08-19 05:00:00,Cynthia Stephanie Segovia Escobedp,54221953/974722156,Calle JERUSALEN 307,1,4
20260501,30.5,20.0,10766763974,"PORTILLA JULCA, JACHELINE MRILLITH",YURKO,150112,LIMA,LIMA,INDEPENDENCIA,,,Hostal,4 Estrellas,409-Mincetur,2019-11-08 05:00:00,Jacheline Portilla Julca,NO REGISTRADO,AV. CONTISUYO 286,1,4
20260501,17.0,9.0,20212418065,EMPRESA DE SERVICIOS MULTIPLES HOSTAL LA PAZ E.I.R.LTDA.,LA PAZ,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,,,Hostal,4 Estrellas,006-2012,2012-06-06 05:00:00,Justino Guillen Gallos,NO REGISTRADO,AV. LA PAZ 414,1,4
20260501,11.0,7.0,10224181928,"Jara Candelario, Juan",JARA,100101,HUÁNUCO,HUÁNUCO,HUANUCO,jaracandelario@outlook.com,,Hostal,4 Estrellas,0023-2020,2020-11-09 06:00:00,Juan Jara Candelario,62285553,JR. HUALLAYCO 474,1,4
20260501,31.0,18.0,20395054369,Servicios Caisa E.I.R.L.,LOS TUMBOS,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,magdalenarivera1223@gmail.com,,Hostal,4 Estrellas,838-2019,2019-10-21 05:00:00,Maria Alejandria Cajo Llaguenta,992450274,Calle LOS TUMBOS 669 URB. SAN EDUARDO,1,4
20260501,40.0,28.0,20495039464,HOSTERIA SUIZA S.A.C.,HOSTERIA SUIZA,110101,ICA,ICA,ICA,reservas@hosteriasuiza.com.pe,,Hostal,4 Estrellas,017-13/DT,2013-03-27 06:00:00,Heidi Pia Baumgartner Sturm,56238762/959502907,VIA BALNEARIO DE HUACACHINA N° S/N,1,4
20260501,56.0,56.0,20607666858,CORPORACION HOSTAL APURIMAC S.A.C.,APURIMAC,150116,LIMA,LIMA,LINCE,,,Hostal,4 Estrellas,605,2022-05-11 05:00:00,Virgilio Palomino Altamirano,NO REGISTRADO,"AV. MILITAR, 2117",1,4
20260501,12.0,6.0,20539999649,LAS CONDES H.S. S.A.C.                                                                              ,LOS CONDES,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,,,Hostal,4 Estrellas,326-2013,2013-03-06 05:00:00,Helina Maribel Chavez Cabrera,NO REGISTRADO,Calle ISABEL DE BOBADILLA 440,1,4
20260501,33.0,20.0,20601787211,SERVICIOS TURISTICOS EL EKEKO SOCIEDAD ANONIMA CERRADA - SERVICIOS TURISTICOS EL EKEKO S.A.C.,RETAMA,230101,TACNA,TACNA,TACNA,retamahotel@gmail.com,www.retamahotel.com,Hotel,4 Estrellas,096-2024,2024-10-10 05:00:00,Carmen Rosa Parihuana Calderon,914914632,PJ. VIACAVA 141 CI. CERCADO,1,4
20260501,38.0,19.0,20603364369,HOSTAL EL BALNEARIO BAÑOS DEL INCA E.I.R.L.,HOSTAL MANCO CAPAC,60108,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,,,Hostal,4 Estrellas,CERTIFICADO Nº 361-2018,2024-10-19 05:00:00,Wilian Hernan Silva Diaz,976362449,AV. MANCO CAPAC 108 CI. BALNEARIO BAÑOS DEL INCA,1,4
20260501,34.0,22.0,20600613821,HOTEL MURCIA SOCIEDAD ANONIMA CERRADA - HOTEL MURCIA S.A.C.,MURCIA,40101,AREQUIPA,AREQUIPA,AREQUIPA,,,Hotel,4 Estrellas,20600613821-001,2025-12-30 05:00:00,Maximo Antonio Luna Gandarillas,54384229/986884946,Calle JERUSALEN 621,1,4
20260501,24.0,12.0,10167512793,"CORREA YZQUIERDO, VICTOR MANUEL",POSEIDON II,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,,,Hostal,4 Estrellas,609-2016,2016-10-04 05:00:00,Victor Manuel Correa Yzquierdo,979874247,CAR. A PIMENTEL KM 9 MZ A LOTE 3 URB. AVILA MORÓN,1,4
20260501,45.0,22.0,10422511461,"ROJAS MALPARTIDA, JUDITH DELIA",HOTEL EL BAMBU,160101,LORETO,MAYNAS,IQUITOS,,https://www.facebook.com/profile.php?id=61557477437887&mibex,Hotel,4 Estrellas,206-2024-GRL-GERCETUR,2024-07-05 05:00:00,Judith Delia Rojas Malpartida,920219550,JR. BRASIL 363 CI.,1,4
20260501,38.0,24.0,20480834471,REPRESENTACIONES ARCADIO,VILLA RITA,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,villaritahotel@hotmail.com,-,Hotel,4 Estrellas,871-2020,2020-01-27 05:00:00,Oscar Custodio Garcia Uriarte,74235892/980398811,Calle LORA Y CORDERO 825,1,4
